Area Type,Area Name (County Names),Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total  Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,19-3099,"Social Scientists and Related Workers, All Other",350,450,100,28.6,90,260,450,18.56,38619.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,3,19-4000,"Life, Physical, and Social Science Technicians",3630,4350,720,19.8,960,3750,5430,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,19-4010,Agricultural and Food Science Technicians,100,110,10,10.0,20,110,140,0.00,0.00,Associate's degree,None,Moderate-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,19-4021,Biological Technicians,400,500,100,25.0,110,450,660,21.70,45134.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,19-4031,Chemical Technicians,870,1000,130,14.9,170,850,1150,23.47,48813.00,Associate's degree,None,Moderate-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,19-4042,"Environmental Science and Protection Technicians, Including Health",760,930,170,22.4,230,790,1190,24.41,50778.00,Associate's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,19-4061,Social Science Research Assistants,100,120,20,20.0,30,110,160,23.99,49904.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,19-4092,Forensic Science Technicians,230,270,40,17.4,70,230,340,49.09,102104.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,19-4099,"Life, Physical, and Social Science Technicians, All Other",1020,1240,220,21.6,300,1060,1580,29.43,61226.00,Associate's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,3,19-5000,Occupational Health and Safety Specialists and Technicians,1850,2280,430,23.2,560,890,1880,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,19-5011,Occupational Health and Safety Specialists,1650,2040,390,23.6,500,790,1680,24.54,51054.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,19-5012,Occupational Health and Safety Technicians,200,250,50,25.0,60,100,210,24.40,50740.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,2,21-0000,Community and Social Service Occupations,26460,30490,4030,15.2,9580,18100,31710,24.73,51433.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,3,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",23480,26710,3230,13.8,8150,15880,27260,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-1012,"Educational, Guidance, School, and Vocational Counselors",2330,2650,320,13.7,810,1470,2600,39.23,81604.00,Master's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-1013,Marriage and Family Therapists,3520,3870,350,9.9,1200,2190,3740,23.76,49405.00,Master's degree,None,Internship/residency
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-1015,Rehabilitation Counselors,790,910,120,15.2,280,500,900,15.54,32323.00,Master's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",3320,3890,570,17.2,1180,2140,3890,24.22,50376.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-1021,"Child, Family, and School Social Workers",3230,3590,360,11.1,960,2160,3480,31.54,65592.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-1022,Healthcare Social Workers,940,1080,140,14.9,280,640,1060,39.65,82475.00,Master's degree,None,Internship/residency
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-1023,Mental Health and Substance Abuse Social Workers,1190,1360,170,14.3,360,810,1340,30.54,63521.00,Master's degree,None,Internship/residency
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-1029,"Social Workers, All Other",270,310,40,14.8,80,180,300,19.30,40144.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-1091,Health Educators,350,410,60,17.1,130,260,450,30.48,63392.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-1092,Probation Officers and Correctional Treatment Specialists,440,480,40,9.1,100,280,420,49.35,102658.00,Bachelor's degree,None,Short-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-1093,Social and Human Service Assistants,3420,3980,560,16.4,1470,2790,4820,19.81,41195.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-1094,Community Health Workers,440,530,90,20.5,160,330,580,23.36,48598.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-1099,"Community and Social Service Specialists, All Other",890,1030,140,15.7,330,660,1130,23.88,49661.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,3,21-2000,Religious Workers,2970,3780,810,27.3,1430,2220,4460,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-2011,Clergy,1370,1740,370,27.0,640,900,1910,30.93,64335.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-2021,"Directors, Religious Activities and Education",1310,1680,370,28.2,590,1090,2050,24.72,51420.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,21-2099,"Religious Workers, All Other",290,370,80,27.6,200,230,510,19.47,40483.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,2,23-0000,Legal Occupations,17320,20910,3590,20.7,5150,7210,15950,49.86,103704.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,3,23-1000,"Lawyers, Judges, and Related Workers",11680,14090,2410,20.6,2790,3180,8380,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,23-1011,Lawyers,10820,13140,2320,21.4,2590,2950,7860,80.81,168081.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",220,220,0,0.0,50,50,100,57.29,119164.00,Doctoral or professional degree,5 years or more,Short-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,3,23-2000,Legal Support Workers,5650,6820,1170,20.7,2360,4040,7570,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,23-2011,Paralegals and Legal Assistants,3780,4760,980,25.9,1650,2890,5520,31.27,65040.00,Associate's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,23-2093,"Title Examiners, Abstractors, and Searchers",690,760,70,10.1,260,430,760,31.70,65946.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,23-2099,"Legal Support Workers, All Other",1170,1290,120,10.3,450,720,1290,27.52,57233.00,Associate's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,2,25-0000,"Education, Training, and Library Occupations",86770,100760,13990,16.1,41610,44210,99810,30.90,64277.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,3,25-1000,Postsecondary Teachers,17400,19320,1920,11.0,8210,8580,18710,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1011,"Business Teachers, Postsecondary",480,510,30,6.3,220,230,480,0.00,129869.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1021,"Computer Science Teachers, Postsecondary",150,170,20,13.3,70,70,160,0.00,129168.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1022,"Mathematical Science Teachers, Postsecondary",530,560,30,5.7,240,250,520,0.00,162508.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1032,"Engineering Teachers, Postsecondary",120,130,10,8.3,60,60,130,0.00,161132.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1042,"Biological Science Teachers, Postsecondary",260,290,30,11.5,120,130,280,0.00,131615.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",110,110,0,0.0,50,50,100,0.00,130136.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1052,"Chemistry Teachers, Postsecondary",170,180,10,5.9,80,80,170,0.00,129869.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1066,"Psychology Teachers, Postsecondary",270,290,20,7.4,130,130,280,0.00,129168.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1069,"Social Sciences Teachers, Postsecondary, All Other",320,360,40,12.5,150,160,350,0.00,104647.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1071,"Health Specialties Teachers, Postsecondary",400,500,100,25.0,200,210,510,0.00,102484.00,Doctoral or professional degree,Less than 5 years,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1072,"Nursing Instructors and Teachers, Postsecondary",300,380,80,26.7,150,160,390,0.00,103730.00,Doctoral or professional degree,Less than 5 years,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1081,"Education Teachers, Postsecondary",430,490,60,14.0,210,210,480,0.00,63745.00,Doctoral or professional degree,Less than 5 years,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",240,260,20,8.3,110,120,250,0.00,160849.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1112,"Law Teachers, Postsecondary",180,210,30,16.7,90,90,210,0.00,129869.00,Doctoral or professional degree,Less than 5 years,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1121,"Art, Drama, and Music Teachers, Postsecondary",1250,1410,160,12.8,600,620,1380,0.00,128574.00,Master's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1122,"Communications Teachers, Postsecondary",350,370,20,5.7,160,170,350,0.00,163349.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1123,"English Language and Literature Teachers, Postsecondary",680,710,30,4.4,310,320,660,0.00,129168.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1124,"Foreign Language and Literature Teachers, Postsecondary",130,140,10,7.7,60,60,130,0.00,160852.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1126,"Philosophy and Religion Teachers, Postsecondary",120,130,10,8.3,60,60,130,0.00,127761.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",230,240,10,4.3,110,110,230,0.00,129869.00,Doctoral or professional degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-1194,"Vocational Education Teachers, Postsecondary",910,1010,100,11.0,430,450,980,39.18,81488.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,3,25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",29110,34090,4980,17.1,10140,13860,28980,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-2011,"Preschool Teachers, Except Special Education",4810,6120,1310,27.2,2240,3190,6740,18.37,38204.00,Associate's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-2012,"Kindergarten Teachers, Except Special Education",880,1020,140,15.9,390,560,1090,0.00,102181.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-2021,"Elementary School Teachers, Except Special Education",11260,12940,1680,14.9,3710,4850,10240,0.00,101933.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",2580,2960,380,14.7,850,1110,2340,0.00,101933.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",6130,7070,940,15.3,1750,2680,5370,0.00,101780.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-2032,"Career/Technical Education Teachers, Secondary School",150,170,20,13.3,40,70,130,0.00,107607.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-2052,"Special Education Teachers, Kindergarten and Elementary School",1340,1540,200,14.9,470,570,1240,0.00,81306.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-2057,"Special Education Teachers, Middle School",280,320,40,14.3,100,120,260,0.00,101926.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-2058,"Special Education Teachers, Secondary School",560,640,80,14.3,200,240,520,0.00,102985.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-2059,"Special Education Teachers, All Other",1060,1240,180,17.0,370,460,1010,0.00,62677.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,3,25-3000,Other Teachers and Instructors,19190,23200,4010,20.9,12650,11360,28020,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,590,580,-10,-1.7,350,320,660,49.00,101933.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-3021,Self-Enrichment Education Teachers,4130,5150,1020,24.7,2770,2490,6280,23.38,48640.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-3031,"Substitute Teachers, Short-Term",6450,7750,1300,20.2,4240,3810,9350,18.65,38795.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",8020,9710,1690,21.1,5290,4750,11730,0.00,0.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,3,25-4000,"Librarians, Curators, and Archivists",1070,1200,130,12.1,680,600,1410,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-4022,Librarians and Media Collections Specialists,530,590,60,11.3,270,240,570,38.67,80435.00,Master's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-4031,Library Technicians,360,370,10,2.8,300,220,530,24.10,50123.00,Postsecondary non-degree award,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,3,25-9000,"Other Education, Training, and Library Occupations",20000,22960,2960,14.8,9930,9820,22710,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-9031,Instructional Coordinators,1110,1310,200,18.0,600,530,1330,38.55,80180.00,Master's degree,5 years or more,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-9044,"Teaching Assistants, Postsecondary",2480,2750,270,10.9,1170,1220,2660,0.00,32323.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-9045,"Teaching Assistants, Except Postsecondary",10880,12620,1740,16.0,5260,5490,12490,0.00,39284.00,"Some college, no degree",None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,25-9099,"Education, Training, and Library Workers, All Other",5520,6270,750,13.6,2910,2580,6240,29.84,62058.00,Bachelor's degree,None,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,2,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",28800,34790,5990,20.8,11490,19440,36920,30.84,64158.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,3,27-1000,Art and Design Workers,12950,14330,1380,10.7,4770,7870,14020,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,27-1011,Art Directors,1770,2000,230,13.0,910,980,2120,62.77,130560.00,Bachelor's degree,5 years or more,None
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",200,270,70,35.0,120,120,310,31.10,64689.00,Bachelor's degree,None,Long-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2020-2030,4,27-1014,Multimedia Artists and Animators,1070,1130,60,5.6,530,570,1160,40.14,83506.00,Bachelor's degree,None,None
